,left,query,right
745,Kiev-Poltava Russia 14 January 1914 'Coronach'/ A Highland Lament for piano by Edgar Barratt London Elkin 1917 'To a,lady,seen from the Train triolet by Frances Cornford music by Frederick Attenborough 'To J.R.T.M manuscript 'To Marie Queen
746,Iorram With a heavy catch of fish small music sheet in Miss Tolmie 's hand attached 'Erisgay Lullaby'/'Ho ro,lady,bheag marked 'August 1905 From Father Allan 's Housekeeper and Manuscripts vols 1 3 also arrangements for piano
747,'The Songs of the Hebrides To M.K.F Marjory Kennedy-Fraser poem by Alix Egerton in her hand also note from,lady,Alix Egerton with comments on some of the English verses 'The Lay of the Mighty Fool Parsifal Songs
748,Iorram With a heavy catch of fish small music sheet in Miss Tolmie 's hand attached 'Erisgay Lullaby'/'Ho ro,lady,bheag marked 'August 1905 From Father Allan 's Housekeeper and Miscellaneous proofs of Songs of the Hebrides vols
749,discourses or sermons of William Logie Senior and accompanying manuscript sermon notes together with a manuscript sermon preached in,lady,Kirk Kirkwall 18 January 1816 for the National Thanksgiving 1816 the day appointed for thanksgiving after the final
750,studied at Edinburgh University Logie was licensed by the Presbytery of Kirkwall in 1809 and he was ordained at,lady,Kirk on 25 April 1811 On 22 March 1814 he married Elizabeth Scarth of Kirkwall and the pair
751,table The photograph is captioned 'Mr Adair Mr Chalmers-Watson Mr Whittle Alan Greenwood J.E Wilson Major MacDougall Mr McCallum,lady,Elphinstone Mr Glen Mrs Campbell Miss McLeod A second photograph appears to have been removed Recto invitation card
752,Bush for the Congress on 10 August 1963 photograph of Alan Greenwood seated at a dinner table talking to,lady,Mellanby at the official banquet of the Congress on 13 August 1963 and Recto Alan Greenwood with Dr
753,of the organising committee of the 10th World 's Poultry Congress Edinburgh The front row is annotated 'Alan Greenwood,lady,Elphinstone Sir Patrick Laird Mr Glen Mrs Campbell and Major Macdougall Verso photograph of Alan Greenwood at his
754,Andrews Un-numbered letter from Thomson to Ledermann regarding his seventieth birthday Un-numbered draft of a letter from Ledermann to,lady,Thomson Un-numbered letter from Thomson to Ledermann congratulating him on the birth of his child Un-numbered letter from
755,vectors produced by estimating them from insufficient equations and This is an draft of a letter Ledermann sent to,lady,Thomson in order to assist her in writing a biography of Thomson Ledermann discusses how his professional relationship
756,formula which he criticises as being unnecessarily complex and Thomson also invites Ledermann and his family to stay with,lady,Thomson and himself in Edinburgh referring to his improved health He also tells Ledermann that he wants his
757,letters 1994-2001 mainly about publishing and material but includes letters to Murdoch Mitchison from Solicitors re Deed of Variation,lady,Naomi Mitchison 1999-2000 and material relating to sale of Carradale House Kintyre the late home of Naomi Mitchison
758,'s Girls School Hammersmith 1931-1932 and at Channing School Highgate 1934-1938 She then studied Mathematics and Modern History at,lady,Margaret Hall Oxford 1938-1942 After her own university studies she became an Assistant Lecturer at Manchester University in
759,After her own university studies she became an Assistant Lecturer at Manchester University in 1943 and then Tutor at,lady,Margaret Hall in 1946 Part-time tutoring at Cambridge 's Pembroke and Girton Colleges followed then in June 1947
760,professions in Amercia before 1776 The manuscript which forms this collection is a study of the life of Charlotte,lady,Scott Margaret Charlotte Charpentier Dexter failed to find a publisher for this research Elisabeth Williams Anthony Dexter died
761,P5231 K The Shepherd P5231 L The Three Graces P5231 M The Imaginary portrait of John Blow and his,lady,P5231 N There is no J noted in the list simply G-N Marie Laurencin was born in Paris
762,name 'Professor Agnew noted in ink and the off-print of theMalahat reviewhas the name 'Swanzie noted in ink Swanzie,lady,Agnew of Lochnaw 1916-2000 born in Heidelberg in the Transvaal had been Professor of Geography at the University
763,Lords Commissioners of Justiciary a Lord Commissioner of the Jury Court and Vice-President of the Royal Society Lord and,lady,Meadowbank had four sons the Scottish judge Alexander Maconochie-Welwood 1777-1861 Robert Maconochie d. 1858 who became Mint Master
764,brother Donald Macpherson Baille Alexander Martin Reinhold Niebuhr Henry Sloane Coffin William Temple the Archbishop of Canterbury and the,Duke,of Montrose Much of the correspondence relates to John Baillie 's appointment as Moderator Designate of the General
765,and Correspondence itineraries press cuttings and related items including letters from his brother Donald Macpherson Baillie Mona Anderson the,Duke,of Montrose William Temple the Archbishop of Canterbury George Simpson Duncan Lewis Legertwood Legg Cameron and Sir Neil
766,cuttings and related items including letters from Reinhold Niebuhr David Smith Cairns William Temple the Archbishop of Canterbury the,Duke,of Montrose and various publishers Much of the correspondence relates to Church of Scotland business including John Baillie
767,material relating to the Donald Macpherson Baillie 's estate the unveiling of war memorial panels and installation of the,Duke,of Edinburgh as Chancellor at the University of Edinburgh the coronation of Elizabeth II and preparations for the
768,photographs taken on the day of the installation of Dr. James Robertson Justice in 1958 with one showing the,Duke,of Edinburgh outside the McEwan Hall Justice held aloft on his chair adjacent to the Reid Music Hall
769,an article in The Scotsmann 24 January 1874 relating to the procession in honour of the marriage of the,Duke,of Edinburgh to the Grand Duchess Marie Alexandrovna of Russia in St. Petersburg the previous day Copies of
770,Lord Balcarres 1684 copy letter from Sir George Mackenzie to the Earls of Moray and Middleton copy letter John,Duke,of Lauderdale 1680 copy letter Elizabeth Countess of Dysart after Duchess of Lauderdale copy letters Field Marshall Keith
771,the time that the letter was written November 1706 the Viceroy Lord Lieutenant of Ireland was James Butler 2nd,Duke,of Ormonde KG KT 1665–1745 Irish statesman and soldier The Duke of Ormonde had succeeded the Earl of
772,Lord Lieutenant of Ireland was James Butler 2nd Duke of Ormonde KG KT 1665–1745 Irish statesman and soldier The,Duke,of Ormonde had succeeded the Earl of Rochester to the post in 1703 and was Viceroy until 1707
773,are mentioned in this book including Alexander Hope of London Archibald Hope of Craighall the Earl of Wigtown the,Duke,of Hamilton the Lord of Inglestone Charles Erskine of Alba Alexander Tait Lady Marie Keith the Earl of
774,and his mother in Scots on paper dated 1597 380mm by 300mm Copy of a letter addressed to Lodovick,Duke,of Levene and witnessed by Robert Stewart in Scots on paper dated 1600 300mm by 160mm. traces of
775,and 'University of Cambridge Order of Proceedings at the installation as Chancellor of His Royal Highness the Prince Philip,Duke,of Edinburgh K.G. K.T. O.M. G.B.E and Content Description Contains A copy of Auerbach 's PhD thesis with
776,Pilgrims feet Guerilla Council of War Preaching of Knox before the Lords of the Congregation 10 June 1559 The,Duke,of Wellington writing a despatch and Napoleon and the Pope in Conference at Fontainebleau David Wilkie was knighted
777,after the Porteous Riots In the wake of the 1745 Jacobite Rebellion he protested against the cruelties of the,Duke,of Cumberland Duncan Forbes died on 10 December 1747 Compiled by Graeme D. Eddie Edinburgh University Library Special
778,course of the fighting it mentions historical notables and events including General Carra St. Cyr Prince Reuss Frederick William,Duke,of Brunswick General Montesquieu the Battle of Cuelm August 1813 Marshall Davoust Colonel von Benkendorf von Berg von
779,the yeare 1577 and This fragment of notes relates to pp.1419-1574 of The third volume of Chronicles beginning at,Duke,William the Norman commonlie called the Conqueror … first compiled by Raphaell Holinshed and by him extended to
780,Library copy where in volume III there are untouched leaves relating to a report of English support for the,Duke,of Alençon 's departure in 1582 to assume sovereignty of Zeeland This was an unhappy episode which was
781,MacDonald Centre for Motor Neurone Disease Research Edinburgh 11 August 2009 Regenerative Medicine dinner in the presence of HRH,Duke,of Edinburgh Edinburgh 16 November 2009 'Scotland 's Achievements in Science and Innovation Past Present and Future Edinburgh
782,Balliol Latin manuscript from the 17th century Printed document relating to debts owed to Lady Ramernie State of the,Duke,of Argyll 's private affairs Manuscript book containing an Inventory of the writes and evidents of the Lords
783,1857 including one relating to Australia and another to Tasmania Bundle of private letters Letters of McDonald family 30,Duke,Street Glasgow as well as an assignation a merchant 's ticket a burgess ticket and a disposition Letter
784,en route to Crimean War Includes poem 'The Storming of the Redoubt Letters by W. E. Gladstone Letter by,Duke,of Argyll Manuscripts relating to the Earl of Rosslyn letter to the King of Spain and report to
785,to Scandinavia and Document notifying appointment of commissioners and officers of salt duty and relating to powers thereof and,Duke,responds to a call for a meeting of the county of Argyll saying that his duties in London
786,and Letters written to James Meik Calcutta by his brother 1812-1819 and Notes on the private affairs of the,Duke,of Argyll 1705 Archibald Campbell 1658 1703 Earl of Bute attempts to establish a regality 1704.Debts of Laird
787,Dean of Guilds £7000 ScotsJohn Campbell grants bond of 4000 merks 1699Relating to another bond granted by the former,Duke,for £853Discharges for debtsRelating to lands in Kintyre and 12 stanza poem titled 'The Dorty Bairn which relates
788,on Draft Ordinance Edinburgh No.2 October 1891 2 copies and These documents consist of Certificate of Incorporation 1880Letter to,Duke,of Buccleuch dated 22 July 1879 with draft Draft prospectus as prepared by Mr CampbellSignatories to Memorandum and
789,January 1874 relating to the procession in honour of the marriage of the Duke of Edinburgh to the Grand,Duchess,Marie Alexandrovna of Russia in St. Petersburg the previous day Copies of 'Monthly Papers for Students include No.1
790,Earls of Moray and Middleton copy letter John Duke of Lauderdale 1680 copy letter Elizabeth Countess of Dysart after,Duchess,of Lauderdale copy letters Field Marshall Keith to Mr John Drummond 1747 copy letter James R copy inventory
791,Sow Store Pigs Lord Ormond a Berkshire Boar Country Boar Pigs in Pens Masked Japanese Pig Red Bush Pig,Duchess,42d and Duchess 43d at 4 Years Old A Fat Holderness Ox Field Marshall 47870 The Steading at
792,Lord Ormond a Berkshire Boar Country Boar Pigs in Pens Masked Japanese Pig Red Bush Pig Duchess 42d and,Duchess,43d at 4 Years Old A Fat Holderness Ox Field Marshall 47870 The Steading at Upper Mill Belvedere
793,Aires Judging Heavy Horses Buenos Aires Show Jockey Club Buenos Aires Interior Fruit Seller Buenos Aires Bates Shorthorn Cow,Duchess,of Leicester II Duchess by Daisy Bull 186 A Fat Teeswater Ox Called The Ox of Houghton Le
794,Buenos Aires Show Jockey Club Buenos Aires Interior Fruit Seller Buenos Aires Bates Shorthorn Cow Duchess of Leicester II,Duchess,by Daisy Bull 186 A Fat Teeswater Ox Called The Ox of Houghton Le Spring Juno John Booth
795,John Booth 's Birthday at Four Years Old and the Booth Cow Vivandiere at Five Years The Woodburn-Bred 10th,Duchess,of Airdrie and the Imperial Maid of Honor Imperial Duke of Airdrie 12730 Mr. Bate 's Cleveland Lad
796,First Prize Palermo Show Bull Judging Shorthorns in Dublin Champion Durham Bull Ladas 9th Palermo Show Mr. Bates 'pet,Duchess,34th by Belvedere Dowager 3d and Molly Millicent Loudon Duchess 2d and Her Daughter Loudon Duchess 4th by
797,Durham Bull Ladas 9th Palermo Show Mr. Bates 'pet Duchess 34th by Belvedere Dowager 3d and Molly Millicent Loudon,Duchess,2d and Her Daughter Loudon Duchess 4th by Muscatoon Imperial Baron Booth of Lancaster 7535 A Yorkshire Polled
798,Mr. Bates 'pet Duchess 34th by Belvedere Dowager 3d and Molly Millicent Loudon Duchess 2d and Her Daughter Loudon,Duchess,4th by Muscatoon Imperial Baron Booth of Lancaster 7535 A Yorkshire Polled Cow Cross N'Dama -Zebu Heifers White
799,Goodnight Ranch in Texas Goats at Tartarans Farm Devon Bull Werrington Royalist Pedigree Dairy Shorthorn Cow Dexter Cow Grinstead,Duchess,2nd Shorthorn Bull Royal Stuart 40646 Welsh Cow Penywern Hester Red Poll Bull Mickleover Red Fox Indian Bull
800,an English donkey Won first prize at the R.A.S.E c1906 and Two illustrations of Shorthorn cattle the Woodburn-Bred 10th,Duchess,"of Airdrie 'whose descendants sold for sums aggregating nearly £300,000 and the Imperial Maid of Honor 'bred by"
801,in the early 20th century and Illustration of drawing by George Ford Morris of Mr Bates pet Shorthorn cow,Duchess,34th that was sired by Belvedere and Photograph of two men standing in a field of winter oats
802,other men riding horses and running beside them follow in the background and Photograph of the Dexter cow Grinstead,Duchess,2nd standing in a field with a man holding her on a lead in 1933 The cow was
803,in the early 20th century and Photograph of an Astrachan Astrakhan moire sheep skin and Illustration of the cow,Duchess,by Daisy Bull 186 that was bred by Charles Colling in the 19th century and Photograph of a
804,a field with two men and farm buildings in the background and Photograph of the Bates Shorthorn cow the,Duchess,of Leicester II which was bred by T. Holford Castle Hill Cerne in the late 19th or early
805,the principal countries from which livestock was imported in 1902 and 1903 and Illustration of two Shorthorn cows Loudon,Duchess,2d and her daughter Loudon Duchess 4th which was sired by Muscatoon in the 19th century Bred by
806,was imported in 1902 and 1903 and Illustration of two Shorthorn cows Loudon Duchess 2d and her daughter Loudon,Duchess,4th which was sired by Muscatoon in the 19th century Bred by William Warfield Grasmere Lexington Kentucky USA
807,a man holding its face still in the early 20th century and Reproduction of a painting of two cows,Duchess,42d and Duchess 43d at 4 Years Old and Table of information of the sums expended by the
808,its face still in the early 20th century and Reproduction of a painting of two cows Duchess 42d and,Duchess,43d at 4 Years Old and Table of information of the sums expended by the Department of Agriculture
809,of Arthur Koestler among academia in gowns Box 2457 Edward VI King of England Hargrave E Princess Isabella Stuart,Duchess,of Brittany Hargrave E Marguerite de Valois first wife of Henry IV of France Hargrave E Studio portrait
810,and Photograph col. 9x9cmSent from Denston and 1 art reproduction col. framed 17x26cmSent from LondonPublisher Dobbs Isabella Stuart Princess,Duchess,of Brittany and Cutting from the The Jewish Chronicle In envelopeSent from LondonKoestler Arthur Promise and fulfilment and
811,Legg Cameron Hector Hetherington and Frank Moore Also material relating to John Baillie 's appointment as Chaplain to the,King,and Books booklets and circulars about Australia New Zealand religion and other matters and Lectures and addresses given
812,Scotland In May 1937 the Very Rev Andrew N. Bogle was one of two Ex-Moderators attending the Coronation of,King,George IV and Queen Elizabeth at Westminster Abbey as a Representative of the Church of Scotland The Very
813,Royal College of Music London From 1930 to 1941 he was a lecturer in music at Armstrong College later,King,'s College Newcastle-upon-Tyne University of Durham During this time he was also conductor of the Newcastle Bach Choir
814,University of Durham During this time he was also conductor of the Newcastle Bach Choir and honorary conductor of,King,'s College Choral and Orchestral Society 1940-1941 he was conductor of the Newcastle String Players In 1941 Newman
815,Lundholm a chemist and Dr. Agnes Barr Auchencloss His great-grandfather Olof Lundholm was personal attendant to Carl XIV Johan,King,of Sweden As Master of the Household he served the Swedish Court for 68 years and throughout the
816,sub-station and The two photographs show Ruth Lerner digging the first sod of the Poultry Research Centre site at,King,'s Buildings on 08 December 1948 with Alan Greenwood and crowd standing by The caption notes that Ruth
817,1958 and Recto two photographs of Ruth Lerner digging the first sod of the Poultry Research Centre site at,King,'s Buildings 08 December 1948 Verso photograph of Joy Edge in laboratory captioned 'Miss Joy Edge former member
818,at La Salle Hotel and Recto two photographs of the rear and end views of the Poultry Research Centre,King,'s Buildings Verso two photographs of Alan Greenwood at his desk and Includes the 'as conscience dictates and
819,Home Guard uniform standing in front of a line of cars outside the Institute of Animal Genetics annotated K.B,King,'s Buildings Home Guard Transport group photograph labelled K.B Home Guard possibly outside the Chemistry Building on the
820,King 's Buildings Home Guard Transport group photograph labelled K.B Home Guard possibly outside the Chemistry Building on the,King,'s Buildings site and Recto photograph of 6.5 to 7.5-week old chickens in an environmentally controlled room at
821,the nation to God resulted in religious struggle These public petitions presumed a Scottish relationship with God without a,King,or queen 's interference Although the text did not state it copies of the documents signed throughout the
822,oversaw the planning of the building and the devising of the content Coll-1099 Invitations to the Royal Coronation of,King,Edward VII and Queen Alexandra and The collection is composed of 1 x copy of the order of
823,Ian Malcolm and Mrs. Maclolm by the ofiices of Norfolk the Earl Marshal The Coronation of the British monarch,King,Edward VII and Queen Alexandra took place in Westminster Abbey the Abbey Church of St. Peter London on
824,Buckingham Palace London on 9 November 1841 His wife Queen Alexandra was a Princess of Denmark elder daughter of,King,Christian IX of Denmark They were married at St. George 's Chapel Windsor on 10 March 1863 Before
825,in modernising the British Home Fleet His interest in seafaring and the Navy earned him the name of 'Sailor,King,Edward VII reigned from 22 January 1901 until his death on 6 May 1910 Coll-1100 Draft copy of
826,fanous family able to have actually given lectures in 1705 James Gregory d. 1731 was Professor of Medicine at,King,'s College Aberdeen He was the son of James Gregory 1638-1675 the mathematician and grandson of John Gregory
827,Hospital and to West End Hospital for nervous Diseases physician to the Royal National Orthopaedic Hospital consulting physician to,King,Edward VII Hospital for Officers at Osborne and consulting physician to H. M. Forces in the Mediterranean Sir
828,Laing collection EntitledA perfect Invantar of all the pious donations given to the kirks hospitals since the day of,King,James the first of Scotland to the reign of King James the Sixth this manuscript comprises extracts from
829,given to the kirks hospitals since the day of King James the first of Scotland to the reign of,King,James the Sixth this manuscript comprises extracts from charters and documents recording annual rents and gifts to churches
830,with the prospect of a German attack on Calais 'Let the ... come letter dated 4 December 1927 from,King,'s Bench Walk Temple EC4 was asked if he 'd like a 'safe seat I have been boosted
831,on Cirencester and Tewkesbury Division headed paper I was adopted yesterday as candidate letter dated 4 October 1935 from,King,'s Bench Walk The Temple 'purchased ... 1 cwt daffodils for 30/- and the same number of narcissi
832,a company which included Winston Churchill who 'started to harangue to the company on the wickedness of hustling the,King,off his throne and also referring to the Abdication itself writing that Parliament 'took the Abdication Bill in
833,in its stride as if it were the Dunfermline Gas and Water Bill' letter undated describing dinner with the,King,and Queen at Buckingham Palace at 'their first party and how the 'grub was of the best and
834,Alexander Morrison Neil Morrison Donald John Morrison Cecil John Rhodes Morrison and Roderick Morrison In 1965 the Lord Lyon,King,of Arms recognised the eldest brother John Morrison of Ruchdi as chief of clan and name Morrison Donald
835,dated 11th December 1915 for gallant and distinguished services in the Field I have it in command from the,King,to record His Majesty 's high appreciation of the services rendered William Hunter was born on 1 June
836,Toronto Wooster College Ohio and the University of Strasbourg In 1957he was awarded the Companion of Honour by the,Queen,John Baillie made numerous broadcasts for the BBC In 1941 he took responsibility for all religious overseas broadcasts
837,the Very Rev Andrew N. Bogle was one of two Ex-Moderators attending the Coronation of King George IV and,Queen,Elizabeth at Westminster Abbey as a Representative of the Church of Scotland The Very Rev Andrew N. Bogle
838,music .Various sheet music 'The Jolly Beggar ballad sung by Mr Templeton at his original musical entertainment entitled Mary,Queen,of Scots arranged by John Templeton undated 'Willie 's Gane to Melville Castle.Old Scottish Ballad sung by Mr
839,Mackay Arts League of Service Songs of the Hebrides Edinburgh Recital 19th February Usher Hall London Recital 24th February,Queen,'s Hall programme no year 'Songs of the Hebrides leaflet multiple copies with photographs of Margaret Kennedy sitting
840,a Lady seen from the Train triolet by Frances Cornford music by Frederick Attenborough 'To J.R.T.M manuscript 'To Marie,Queen,o Scots and 'Bard 's Homage to Mary Queen o Scots 'arr arranged for voice piano by M.
841,Cornford music by Frederick Attenborough 'To J.R.T.M manuscript 'To Marie Queen o Scots and 'Bard 's Homage to Mary,Queen,o Scots 'arr arranged for voice piano by M. Marjory Kennedy-Fraser manuscripts Hidden words by Rachael Annand Taylor
842,Mackay Arts League of Service Songs of the Hebrides Edinburgh Recital 19th February Usher Hall London Recital 24th February,Queen,'s Hall programme no year 'Songs of the Hebrides leaflet multiple copies with photographs of Margaret Kennedy sitting
843,a Lady seen from the Train triolet by Frances Cornford music by Frederick Attenborough 'To J.R.T.M manuscript 'To Marie,Queen,o Scots and 'Bard 's Homage to Mary Queen o Scots 'arr arranged for voice piano by M.
844,Cornford music by Frederick Attenborough 'To J.R.T.M manuscript 'To Marie Queen o Scots and 'Bard 's Homage to Mary,Queen,o Scots 'arr arranged for voice piano by M. Marjory Kennedy-Fraser manuscripts Hidden words by Rachael Annand Taylor
845,music .Various sheet music 'The Jolly Beggar ballad sung by Mr Templeton at his original musical entertainment entitled Mary,Queen,of Scots arranged by John Templeton undated 'Willie 's Gane to Melville Castle.Old Scottish Ballad sung by Mr
846,to God resulted in religious struggle These public petitions presumed a Scottish relationship with God without a king or,Queen,'s interference Although the text did not state it copies of the documents signed throughout the country provided
847,was educated at Colston 's School Bristol and at St. Paul 's School London and then studied at The,Queen,'s College Oxford where he was awarded the degrees of B.A first class honours in Botany 1951 and
848,honours in Botany 1951 and Ph.D. 1954 After National Service his academic career continued with a research fellowship at,Queen,'s and he was Harkness Visiting Fellow at the University of California Berkeley Smith was back in Oxford
849,programmes for the celebrations to be held at Makeni from 1-3 June 1953 in honour of the Coronation of,Queen,Elizabeth II There is also a poster from the 'Committee of Gentlemen about the staging of a dance
850,was the first national museum project in the UK since the mid-19th century and it was opened by the,Queen,in November 1998 Professor Michael Lynch Edinburgh University was appointed as a consultant to the Exhibition Review Committee
851,the building and the devising of the content Coll-1099 Invitations to the Royal Coronation of King Edward VII and,Queen,Alexandra and The collection is composed of 1 x copy of the order of procession in Westminster Abbey
852,Maclolm by the ofiices of Norfolk the Earl Marshal The Coronation of the British monarch King Edward VII and,Queen,Alexandra took place in Westminster Abbey the Abbey Church of St. Peter London on Thursday 26 June 1902
853,on Thursday 26 June 1902 He was the first British monarch of the House of Saxe-Coburg-Gotha Edward 's mother,Queen,Victoria had died eighteen months earlier at Osborne House on the Isle of Wight on 22 January 1901
854,1901 Edward or Albert Edward or Bertie was born at Buckingham Palace London on 9 November 1841 His wife,Queen,Alexandra was a Princess of Denmark elder daughter of King Christian IX of Denmark They were married at
855,In 1851-1852 the Menzies household resided at Murrayfield House in the city His law firm was Menzies and Maconochie,Queen,Street Edinburgh Professor Allan Menzies died in 1856 aged 51 He was buried in Dean Cemetary Edinburgh Menzies
856,on the way home After breakfast he helped 'in some toffee-making but 'burnt the toffee During 1887 there occurred,Queen,Victoria 's Diamond Jubilee and on 21 June Carruther 's notes the 'long-to-be-remembered Jubilee day The third diary
857,in Europe and hisHebridesoverture was inspired by a visit to Scotland in 1829 Mendelssohn was the favourite composer of,Queen,Victoria and hisScottish Symphonyis dedicated to her Mendelssohn became conductor of the Leipzig Gewandhaus Orchestra in 1835 and
858,Hedges conveys the news to the Lord Lieutenant of Ireland that the army is marching north and that the,Queen,Anne has asked for troops from Ireland to join them Charles Hedges was born in either 1649 or
859,stride as if it were the Dunfermline Gas and Water Bill' letter undated describing dinner with the King and,Queen,at Buckingham Palace at 'their first party and how the 'grub was of the best and how after
860,'into a long room where there was cinema and 'an equerry came up and sat me down beside the,Queen,letter dated 18 February 1938 Withington Glos. in which he writes about meeting De Valera Irish PM and
861,pages torn.Reminiscences of the Jacobite Airs Sung by Mr Wilson in his popular Scottish entertainment entitled The Adventures of,Prince,Charles arranged as a Fantasia for piano by Edward Land in 2 vols. vol 1 London Duff Stewart
862,'Aye Wakin O O speed Lord Nithsdale 'Skye Boat Song A Lonesome Lullaby 'Willies gane to Melville Castle 'Bonnie,Prince,Charlie 'The Braes o Yarrow 'Barbara Alan 'The Banks of Allan Water 'The Boatie Rows 'The Water-Kelpie 's
863,pages torn.Reminiscences of the Jacobite Airs Sung by Mr Wilson in his popular Scottish entertainment entitled The Adventures of,Prince,Charles arranged as a Fantasia for piano by Edward Land in 2 vols. vol 1 London Duff Stewart
864,'Aye Wakin O O speed Lord Nithsdale 'Skye Boat Song A Lonesome Lullaby 'Willies gane to Melville Castle 'Bonnie,Prince,Charlie 'The Braes o Yarrow 'Barbara Alan 'The Banks of Allan Water 'The Boatie Rows 'The Water-Kelpie 's
865,1863 Before the death of his mother and his own accession to the throne Edward held the title of,Prince,of Wales No-one since Edward has been heir apparent to the throne for a longer period During his
866,numbered 10 11 12 and 13 The first page of the poem is headed VFirst Hymn to Lenin To,Prince,D. S. Mirsky Poet essayist literary critic historian and social commentator Christopher Murray Grieve also known as Hugh
867,Fentoun Alexander Erskine Viscount Fentoun and others and including Scottish government letters of condolence on the death of Henry,Prince,of Wales 1611-1613 In reverse orientation there is an extract fromA Continuation of the History of Scotland by
868,slater 'The Royal Mile R.T. Skinner 1920 This unprepossessing Close has associations with General Thomas Dalyell of the Binns,Prince,Charles Edward Stuart Bonnie Prince Charlie and David Hume the philosopher Note the Calton Jail in the background
869,Skinner 1920 This unprepossessing Close has associations with General Thomas Dalyell of the Binns Prince Charles Edward Stuart Bonnie,Prince,Charlie and David Hume the philosopher Note the Calton Jail in the background ibid North side of the
870,but it is a plan showing a series of proposed new roads in Central Edinburgh and dedicated to the,Prince,Consort it must therefore date from before 1861 when he died These plans including two semi-circular terraces in
871,He was ordained as Minister of Traquair Church of St. Bride in September 1820 having been presented by George,Prince,Regent in January 1820 Campbell spent his whole ministerial career in Traquair On 26 October 1820 James Campbell
872,as off-prints and journals relating to psychotherapy illustrated postcards material relating to a visit to Rushforth made by the,Prince,and Princess of Wales including lots of newspaper material but also photographs taken during the visit in 1983
873,of newspaper material but also photographs taken during the visit in 1983 and a copy of speech by Charles,Prince,of Wales to the Mental Health Foundation of Australia In E2012.09 4 x folders containing correspondence being 1containing
874,Sir Laurens van der Post attended Dr Rushforth 's Memorial Service in Old St Paul 's Church Edinburgh as,Prince,Charles 's representative Earlier that year the Prince and Princess of Wales had visited her in her home
875,'s Memorial Service in Old St Paul 's Church Edinburgh as Prince Charles 's representative Earlier that year the,Prince,and Princess of Wales had visited her in her home Compiled by Graeme D. Eddie Edinburgh University Library
876,the Chancellor and 'University of Cambridge Order of Proceedings at the installation as Chancellor of His Royal Highness the,Prince,Philip Duke of Edinburgh K.G. K.T. O.M. G.B.E and Content Description Contains A copy of Auerbach 's PhD
877,and practice of medicine He remained at Guy 's until 1802 and in 1807 he became physician to the,Prince,Regent William Saunders retired from practice in 1814 and he died on 29 May 1817 at Enfield Compiled
878,Sottrum and during the course of the fighting it mentions historical notables and events including General Carra St. Cyr,Prince,Reuss Frederick William Duke of Brunswick General Montesquieu the Battle of Cuelm August 1813 Marshall Davoust Colonel von
879,Photographs and postcards of Edinburgh University buildings l Photographs of the Installation of James Robertson Justice as Rector including,Prince,Philip 1958 and photograph of P.McIntyre and A.R Turnbull at University Press 1954 m Copy of McIntyre obituary
880,Industry company structures and company responsibilities companies and institutions with which Sir Gerald Elliot has been involved including the,Prince,'s Scottish Youth Business Trust The National Museums of Scotland the Irish Fish Meal Co. Forth Ports Authority
881,has also been a Director of the Scottish Provident Institution 1971-1989 and then Chairman 1983-1989 and Chairman of the,Prince,'s Scottish Youth Business Trust 1987-1994 He has been a Trustee of the National Museums of Scotland 1987-1991
882,the Rectory of Sutton Coldfield but this was later withdrawn from him by Parliament He was made tutor to,Prince,Charles and on the Restoration he was appointed Chaplain in Ordinary He was also given the Rectory of
883,Pack The Octagon Dunedin New Zealand The Drop Scene Two Miles Up the Wanganui River New Zealand New Glasgow,Prince,Edward Island Canada Canada 's Area Canada 's Land Area J. Duncan 's Farm House Deleau Man itoba
884,Three Tubs of Butter a Year and Handsome Is As Handsome Does Red Poll Cow Suffolk Cattle Polled Suffolks,Prince,F rederick Dula e ep Singt h Norfolk Polled Cow A Suffolk Bull Shorthorn Non-Pedigreed Dairy Cow Dot
885,Field at Malsetter Police Ambulance Inspanned Cattle Herders Central Estates St icklands Dairy Mashona Kraal Top of Kopje The,Prince,of Wales and the Duke of York Watching a Police Jump Competitor Tackling a Nasty Obstacle Live Fence
886,to Thomas Cockburn in The Scotsman and material relating to the International Missionary Council and to the wedding of,Princess,Elizabeth now Elizabeth II and Manuscript of John Baillie 's D.Phil thesis A Study of the Kantian Ethic
887,Edward or Bertie was born at Buckingham Palace London on 9 November 1841 His wife Queen Alexandra was a,Princess,of Denmark elder daughter of King Christian IX of Denmark They were married at St. George 's Chapel
888,Khruschev and Hugh Gaitskell Later letters are headed in large part from Headquarters 13th Battalion Argyll and Sutherland Highlanders,Princess,Louise and S. GPO Headquarters St.Martin 's Le Grand Ministry of Town and Country Planning 32-33 St.James 's
889,Withington are written on House of Commons Library paper The letter headed Headquarters 13th Battalion Argyll and Sutherland Highlanders,Princess,Louise is in typescript and written in Gaelic with an accompanying note in English William Shepherd Morrison was
890,and journals relating to psychotherapy illustrated postcards material relating to a visit to Rushforth made by the Prince and,Princess,of Wales including lots of newspaper material but also photographs taken during the visit in 1983 and a
891,Service in Old St Paul 's Church Edinburgh as Prince Charles 's representative Earlier that year the Prince and,Princess,of Wales had visited her in her home Compiled by Graeme D. Eddie Edinburgh University Library Special Collections
892,in Kensington initially at Lower Philimore Place Works by Wilkie include The Reading of the will The Highland family,Princess,Doria washing Pilgrims feet Guerilla Council of War Preaching of Knox before the Lords of the Congregation 10
