,left,query,right
780,reference to the profession for instance a musician buys an oat cake a newspaper editor a spice cake a,gentleman,of no pursuit often a sponge cake might I venture to ask your calling '' Buyer `` Oh
781,The Little Waster performances by Bobby Thompson includes a photograph Photocopied press cuttings about Bobby Thompson Images of a,gentleman,with the file title John Holmes Image of John Holmes Black and white photographs and promotional material for
782,arm-in-arm in front of a backdrop showing the Eiffel Tower Image was used to promote Northern Stage production of,gentleman,Prefer Blondes Promotional image of three dolls in front of the Eiffel Tower Black-and-white soft photograph of three
783,of an original black and white photograph of Millmount with figures A lady is on the terrace and a,gentleman,is on the lawn below Three young girls are in the middle of the lawn The figures may
784,mid-twentieth century as a distinctive period in planning and design particularly focused around reconstruction plans and their partial implementation,gentleman,'s Magazine 1793 Thomas Wright and his house in Byer 's Green with handwritten notes Photocopy of Gentleman
785,implementation Gentleman 's Magazine 1793 Thomas Wright and his house in Byer 's Green with handwritten notes Photocopy of,gentleman,'s Magazine 1793 Thomas Wright of Durham and Immanuel Kant by F.A Paneth Durham University Journal Thomas Wright
786,focused around reconstruction plans and their partial implementation Thomas Wright 's house in Byer 's Green Handwritten copy of,gentleman,'s Magazine Vol.1 1793 Thomas Sharp was a key figure in town planning in the mid-twentieth century The
787,Concert programme this one hand-written and dated Dec 31st 1925 is for 'Wings of the Desert It requests 'Will,gentlemen,kindly remove their hats The final page bears a press cutting and article titled `` Two Women of
788,and horse Consists of a watercolour sketch of three men in a rowing boat Caption reads 'Religion `` Weel,gentlemen,ye may talk as ye like but there 's nowt beats the dookin system Perticklar this hot weather
789,Northern Stage 's 1991 Christmas production for under-6s Production photographs for Hogwash Four photographs of Northern Stage production of,gentlemen,Prefer Blondes featuring Charlie Caine Louise Tomkins Richard Clews and Mark Haddigan Production photographs of Gentlemen Prefer Blondes
790,Stage production of Gentlemen Prefer Blondes featuring Charlie Caine Louise Tomkins Richard Clews and Mark Haddigan Production photographs of,gentlemen,Prefer Blondes Eleven black-and-white production photographs of Northern Stage production of Thérèse Raquin featuring Susan Nisbet Tony Tarratts
791,of Sid Taken by G B Wade Photography Woodhorn Village Publicity photographs of Sid leaning on a wall The,gentlemen,are sitting on a bench Photograph of Sid Chaplin and Chris Grieve Hugh McDiarmid Photograph of Sid with
792,Architecture Today 10 Jul 1990 'Architecture and Morality article about Terry Farrell and his design of Embankment Place p23,gentlemen,'s Quarterly British Edition Issue 10 April 1990 'Round the Corner article describing the Midland Bank building p52-53
793,MI6 Building at Vauxhall Cross page 50-60 Ufficiostile November 1993 'Gentlemen a Louer an article on the film 'The,gentlemen,which mentions the MI6 building at Vauxhall Cross page 23 Hommes Vogue October 1993 A profile of Sir
794,albums and correspondence files relating to the Richmond Bell and Trevelyan families Plowden Lady Bridget Archive Formerly the 'Working,ladies,Guild the organisation changed its name to the 'Mary Fielding Guild in 1984 This archive is a collection
795,National Women 's Weekly Wood-Griffiths Woodfield Woodmansterne Primary School Innter London Education Authority Woolley Workers Educational Association WEA Working,ladies,Guild Worksop Visit Wormell Wright Wright York York Yorkshire Television Young Women 's Christian Association YWCA Youth Employment
796,poems with extracts from an interview and an essay on African American poetry Miss Crandall 's School for Young,ladies,Little Misses of Color a collaboration with poet Marilyn Nelson and artist Floyd Cooper was published by Worksong
797,jacket cover proof Jacket cover proof Sarah Wardle was born in London in 1969 She was educated at Cheltenham,ladies,’ College Oxford where she read Classics and Sussex where she read English She won Poetry Review ’
798,his work as India 's finance minister a request to become involved with an education institution for 'East Indian,ladies,and details of life in Calcutta Letters from Charles to Hannah More Trevelyan nee Macaulay Printed pamphlet of
799,Concerns news of the children Kitty 's health the childrens lessons and examinations visiting the baths to enquire about,ladies,Day Letter from Elsie Clarke to Mary Morningside Park Avenue Watford Concerns news of the children playing and
800,II The letters concern both personal and professional matters General Correspondence Bell writes about Anthony Wheatley a first rate,ladies,shoemaker who lived in Newcastle in the 18th century Included is a slip of paper with the poem
801,men talking Consists of a watercolour sketch of a man and two women in a viewing balcony Caption reads,ladies,`` What a delightful balcony We shall see the race beautifully here '' He `` Ah An such
802,Print by James Gillray printed for publisher Henry G. Bohn and subsequently hand-coloured Caricatures some of the more notable,ladies,of the bon ton of the day- Lady Archer Lady Mount-Edgecumbe Miss Jefferies the Hon Mrs Hobart and
803,Theatre Festival Right here right now event programme Programme for a Live Theatre production of Lee Hall 's Our,ladies,of Perpetual Succour Programmes for Our Lady of Perpetual Succour Programme for a Live Theatre production of 'Mobile
804,competitions and wartime exhibitions instructions for guidance of teachers of Guild classes details of an informal meeting of the,ladies,of the committee and teachers and other guild information Committee minutes of the Northumberland Handicrafts Guild 1937 1947
805,cousin Claudian the last of the Roman poets 2 lectures 1875 A series of lectures delivered to the Durham,ladies,Educational Association The book was printed in 1889 in Oxford by Clarendon Press Includes an inscription from Thomas
806,to Rasputin This coverage of that report covers Rasputin 's emergence his personal life and rumours of relations with,ladies,of high society and rumours of his interference in political matters Draft copy Truth about Rasputin Concerning the
807,Florence Olliffe the daughter of Sir Joseph Olliffe Gertrude Bell was educated at Queen 's College London and at,lady,Margaret Hall Oxford where she obtained a first class in modern history in 1888 In the years immediately
808,created by Ruth Sheret 27 September 2017 and updated 19 July 2018 The papers of the distinguished public servant,lady,Plowden 1910-2000 were generously gifted to Newcastle University Library in 2003 by the Plowden family Held in Special
809,Plowden 1910-2000 were generously gifted to Newcastle University Library in 2003 by the Plowden family Held in Special Collections,lady,Plowden 's papers are an extensive and rich resource reflecting her many areas of concern Lady Plowden held
810,in Special Collections Lady Plowden 's papers are an extensive and rich resource reflecting her many areas of concern,lady,Plowden held a number of high-profile public roles in the spheres of education reform and television broadcasting most
811,which retained this focus on primary and pre-school education reform as well as the promotion of high-quality television broadcasting,lady,Plowden 's interests were wide however and these papers also reflect Lady Plowden 's roles within organisations related
812,as the promotion of high-quality television broadcasting Lady Plowden 's interests were wide however and these papers also reflect,lady,Plowden 's roles within organisations related to Romany and Traveller education and rights adult education the care and
813,care and resettlement of offenders the role of voluntary work young adult unemployment and training and women and employment,lady,Plowden nee Richmond was a niece of Gertrude Bell and a cousin of the Trevelyans of Wallington An
814,of a number of family photograph albums and correspondence files relating to the Richmond Bell and Trevelyan families Plowden,lady,Bridget Archive Formerly the 'Working Ladies Guild the organisation changed its name to the 'Mary Fielding Guild in
815,'Mary Fielding Guild in 1984 This archive is a collection of reports meeting files and correspondence files relating to,lady,Plowden 's position as Chairman Managing Committee of the Mary Fielding Guild 1945 1988 and her subsequent involvement
816,Meeting of the House Committee 1981 1986 1990 1995 and 1999 House Committee Meeting Files Correspondence in relation to,lady,Plowden 's position as Chairman Managing Committee of the Mary Fielding Guild 1945 1988 This does not appear
817,contains more informal correspondence with a large number of individuals and organisations some of which relate to organisations which,lady,Plowden had previously or would later hold official positions with Correspondence File Small file of research not carried
818,had previously or would later hold official positions with Correspondence File Small file of research not carried out by,lady,Plowden relating to the history of the Mary Fielding Guild Research File History of the Mary Fielding Guild
819,photographs dates unknown Photograph File This archive comprises of correspondence meeting files and press cutting files in relation to,lady,Plowden 's position as a Director of Trust House Ltd 1961 1972 Director of Trust House Ltd 1961
820,House Ltd 1961 1972 Management and Staff Accommodation Committee File Allied Breweries Takeover Bid File Correspondence in relation to,lady,Plowden 's position as Director of Trust House Ltd 1961 1972 Note there may be some crossover with
821,contains more informal correspondence with a large number of individuals and organisations some of which relate to organisations which,lady,Plowden had previously or would later hold official positions with Correspondence File Reference File Press Cuttings In August
822,consider primary education in all its aspects and the transition to secondary education The Council under the Chairmanship of,lady,Bridget Plowden presented its report to the Secretary of State for Education and Science in October 1966 It
823,No 3 Working Party No 4 Working Party No 6 Drafts of the Final Report The working files of,lady,Plowden during the evidence gathering portion of her work as Chairman of the Central Advisory Council for Education
824,contains more informal correspondence with a large number of individuals and organisations some of which relate to organisations which,lady,Plowden had previously or would later hold official positions with Correspondence Meetings and Visits Note there may be
825,press cuttings academic papers and other research material on a range of issues Press Cuttings Correspondence from boys who,lady,Plowden had visited as part of evidence gathering visits for the final report Many boys continued to correspond
826,Plowden had visited as part of evidence gathering visits for the final report Many boys continued to correspond with,lady,Plowden for several years after the visits A borstal was a type of youth detention centre in the
827,Borstal centres A collection of reports published by external organisations This collection is assumed to have been accumulated by,lady,Plowden to inform her work with the Council the collection was found with Lady Plowden 's Council files
828,to have been accumulated by Lady Plowden to inform her work with the Council the collection was found with,lady,Plowden 's Council files and deal with related issues Note although these publications relate specifically to Lady Plowden
829,found with Lady Plowden 's Council files and deal with related issues Note although these publications relate specifically to,lady,Plowden ’ s work with the Council Lady Plowden also held an extensive library of reports and publications
830,deal with related issues Note although these publications relate specifically to Lady Plowden ’ s work with the Council,lady,Plowden also held an extensive library of reports and publications which covered the range of her personal and
831,which covered the range of her personal and professional interests A complete list of reports and publications held by,lady,Plowden can be viewed at INSERT LINK Reference File Reports Published by External Organisations A box of Lady
832,A submission from ACERT to the inquiry organised by the National Federation of Housing Associations and chaired by the,Duke,of Edinburgh 'British Housing Problems and Solutions Report on a conference on Designation organised by ACERT in association
833,1980-1998 2001 his selection from earlier books including The Ice Factory Cat ’ s Whisker The Son of the,Duke,of Nowhere I.D and The Wasting Game His book I Spy Pinhole Eye Cinnamon Press 2009 a collaborative
834,Sir Charles Yorke and General Napier Some letters are copies Also includes a copy of a letter from the,Duke,of Newcastle to Lord Aberdeen on the proposed transfer of the commissariat from the Treasury to the War
835,to George Mitchell Letters to Charles from W Rathbone and a copy of a letter from Charles to the,Duke,of Westminster Hugh Grosvenor regarding St Katharine 's Hospital Regent 's Park Also includes a heavily annotated printed
836,including the progress and end of the war in Europe meeting naval crew thought to be of the HMS,Duke,of York Russian victories some thoughts on the USA and Roosevelt including Roosevelt 's death domestic politics including
837,James Ford Rhodes and subsequent thoughts on American history Also includes a letter sent to George Otto from the,Duke,of Northumberland concerning the death of his son Henry Percy and letters from Janet Trevelyan to Mary Trevelyan
838,Hugh Bell Letters to Mary from various correspondents Includes a letter from Edward Hilton Young on board HMS Iron,Duke,John Pollock Anne Lawrence regarding the children Edith and John Gulland and from Marjorie Pentland in Ootacamund with
839,'s recent activities Letter from Mary to Charles Concerns the court being put off because of death of the,Duke,of Cambridge and dinner plans Letter from Mary to Charles Concerns family news and news of Mary 's
840,Letter from Mary to Florence Bell Letter from Mary to Florence Bell Content discussing social life encounters the Grand,Duke,of Weimar Letter from Mary to Florence Bell Letter from Mary to Florence Bell Mary asks about her
841,Scotland William Lang 1843 view in library catalogue Observations on aneurism and its treatment by compression O'Bryen Bellingham 1805-1877,Duke,Dr 19th cent. former owner 1847 view in library catalogue Receipt `` Receipt for items The natural history
842,Aug 1835 written at Bedford Square to an unnamed recipient addressed 'My Dear Sir Arnott is asking whether the,Duke,of Portland may put questions to the recipient about a certain rail-road Prescription dated 25 May 1829 'for
843,M Thackeray Fenwick Williams Palmerston G Hayter John Russell William Gladstone George Lewis Charles Wood Lord Halifax George Grey,Duke,of Newcastle Clarendon Herbert Ripon Cranworth Westbury Campbell Granville Somerset Stanley of Alderley Thomas Milner Gibson C P
844,of schedule and prizes for the Northumberland Small Pipes competition 1882 Sates that the competition will be overseen be,Duke,of Northumberland and the Mayor of Newcastle and that the day will include a performance of 'Sword Dancers
845,1787 La Belle Assemblee Uncoloured print by James Gillray printed for publisher Henry G. Bohn Depicts Charles Howard 11th,Duke,of Norfolk and MP Originally published 21 September 1791 A Natural Crop alias A Norfolk Dumpling Uncoloured print
846,Letter in French from Chateaubriand to an unidentified correspondent Brief letter of acknowledgment Signed by creator Letter from 1st,Duke,of Wellington to Mr Rawling acknowledging the receipt of a letter from Mr Rawling Brief letter of acknowledgment
847,acknowledging the receipt of a letter from Mr Rawling Brief letter of acknowledgment Signed by creator Letter from 1st,Duke,of Wellington to Miss Bennett acknowledging receipt of a letter from Miss Bennett Signed by creator Letter from
848,Letitia Elizabeth Landon to L. C. Hall concerning the publication of her poetry Secretary 's hand signed by the,Duke,Letter from Prince Edward Duke of Kent and Strathearn to Rev John Owen excusing himself from attending service
849,C. Hall concerning the publication of her poetry Secretary 's hand signed by the Duke Letter from Prince Edward,Duke,of Kent and Strathearn to Rev John Owen excusing himself from attending service the next day Requests to
850,the two items which are coming up at auction the following week Secretary 's hand Letter from Prince Frederick,Duke,of York to an auctioneer concerning the purchase of two Dutch pedestals Gives details of arrangements for public
851,by an Imposition on Wines and other Liquors '' Signed by creator Printed requisition notice signed by the 1st,Duke,of Albemarle Sale proposed during planning of new Grey Street Newcastle Upon Tyne in order that fumes from
852,for a gift of pate de foie gras which also discusses other matters Signed by creator Letter from the,Duke,of Cambridge to Sir Anthony de Rothschild thanking him for a gift Also refers to his intention to
853,Mina Martin Tabs Craven and Sid Chaplin Also includes copy of postcard with photo of Bill Farrell and the,Duke,of Windsor King Edward VIII Photographs Miss Dorothy Martin 's reference for a position related to further education
854,Letter from William Archer to Robert Spence Watson Concerning manuscript copy of speech Letter from George John Douglas Campbell,Duke,of Argyll to Robert Spence Watson Concerning the appeal for the Relief of the French Peasantry Letter from
855,extract from 'David Copperfield Letter from Charles Dickens Postcard fragment Concerning an invitation to dinner Letter from Prince George,Duke,of Cambridge This EAD description created 7/3/2021 Sir Joseph Swan 1828-1914 was a North East physicist chemist and
856,of Northumberland 1895 The poll-book is a reprint from 1899 Tipped in letter from J.C. Hodgson agent to the,Duke,of Northumberland The poll-book of the contested election for the county of Northumberland taken on the 2nd day
857,W J E Moul Upton Sinclair C Fenwick Angela James Hannah More Macaulay Zachary Macaulay Thomas Mann and Helen,Duchess,of Northumberland Also includes draft and copy letters from Charles and a cutting regarding Thomas Mann 's criticism
858,include Lord Crewe Robert Crewe-Milnes Eric Cook Angela James Frank Hardie Richard Acland H N Brailsford Bridget Plowden the,Duchess,of Atholl Katharine Stewart-Murray Edward Keith Clement Atlee Victor Gollancz Harold Laski T Maisky Herbert Richardson and Sybil
859,recovered from fever Also concerning fatherhood Letter from Charles to Caroline Trevelyan Mary has plans to dine with the,Duchess,of Argyle Letter from Mary to Florence Bell Concerning motherhood Letter from Mary to Florence Bell Mary gives
860,Hospital Chapel Newcastle upon Tyne Two large rolled lettering designs presumably for plaques relating to the visit of the,Duchess,of Kent to the Newcastle Haemophilia Centre and Darlington Memorial Hospital in 1980 There is an indication that
861,Engraving Ltd Gateshead Tyne and Wear Newcastle Haemophilia Centre Newcastle upon Tyne and Darlington Memorial Hospital visit of the,Duchess,of Kent 1980 Leonard Evetts project file relating to various projects in connection with Newcastle University The projects
862,British High Commission in Iraq and was influential in establishing the Hashimite Dynasty when Faisal I became the first,King,of Iraq in 1921 Her first love however was always for archaeology and between 1923 and 1926 as
863,Lodge LAPA London Adventure Playground Association London Council of Social Service London London Juvenile Court London University of London,King,'s College Loughborough Infants School London Union of Youth Clubs London Weekend Television Loughborough University of Technology Louis
864,EPA 1969 ILTA Meeting Hamilton House 1969 Opening of Paddington Comprehensive School Liverpool 1969 Prizegiving William Blake 1969 Prizegiving,King,Edward VI School Chelmsford 1969 Prizegiving Collingwood School for Girls 1969 Environmental Studies Exhibition 1969 Julian 's Primary
865,his wife Florence Bell in 1907 Scrapbook the Bell family Winter Gardens 1908 1922 Invitation to the Coronation of,King,George V and Queen Mary issued to His Majesty 's Lieutenant of the North Riding of Yorkshire and
866,to His Majesty 's Lieutenant of the North Riding of Yorkshire and Lady Bell Invitation to the Coronation of,King,George V 22nd June 1911 These boxes have not been catalogued and the photographs remain as they were
867,and D Bloodaxe Books is one of Britain 's leading poetry publishers named after Erik Bloodaxe the last Viking,King,of independent Northumbria Based at Hexham Northumberland its finance and administration is handled by sister company Pandon Press
868,but was brought up mainly in Hong Kong where he first attended Kowloon Junior School the Peak School then,King,George V School and left in 1964 He made his name as a poet and as a publisher
869,The Bride in Her Grave Her translation with Robert J. Littman of The Theban Plays by Sophocles Oedipus the,King,Oedipus at Colonus and Antigone was published in 2009 in the Johns Hopkins University Press 's New Translations
870,Watkins at the 1999 Dylan Thomas Festival gave the 2001 Jon Silkin Memorial Lecture as part of the Indian,King,Festival and spoke on First World War Poets at the 2005 Ledbury Festival His song-cycle ‘ Falls ’
871,At the End of the Open Road won him a Pulitzer Prize His other books include a memoir The,King,My Father 's Wreck Story Line 1995 Selected Prose 1989 and Modern Poets of France A Bilingual Anthology
872,Neil Astley regarding this revised version of his memoirs This is photocopied typescript with handwritten pagination Louis Simpson The,King,My Father 's Wreck Consists of a photocopied typescript with handwritten pagination Louis Simpson The other Jamaican Memoirs
873,won many awards and honours including the National Book Award the National Book Critics Circle Award the Eric Mathieu,King,Award from the Academy of American Poets a Whiting Award with which she bought plumbing for her house
874,'s Library Bloodaxe Books is one of Britain 's leading poetry publishers named after Erik Bloodaxe the last Viking,King,of independent Northumbria Based at Hexham Northumberland its finance and administration is handled by sister company Pandon Press
875,of Newcastle … 1644 A Terrible and bloudy fight at Tinmouth Castle on Fryday last … 1648 and The,King,'s declaration at Newcastle concerning his refusall to come to the parliament of England … 1647 Some of
876,Stephen Gordon Samuel Thompson Eric Harben F E Pollard Kitty Gordon Edwin Wilson Herbert Samuel Robert W Balderston Joseph,King,Arthur Ponsonby Richard L Cary H Baillie-Weaver Orton Bradley Anna M Philips Will Arnold Forster H N Brailsford
877,Jones Hugh Fullterton Geoffrey Howard and D Stewart-Smith H D Harben land taxation typescript speeches circulars and cuttings regarding,King,Edward 's hospital fund for London Bill discussion of Campbell-Bannerman and Liberal Party matters Includes letters from E
878,Broad High Road in Education Charles Trevelyan The Labour Party 1924 An address by Charles Trevelyan given at the,King,Edward VII School Prize Distribution 1927 entitled A Plea for Indedependence of Thought and Action Town Children through
879,Charles from O Williams Letters to Mary from Charles Concerning Charles political meetings in Elland Liberals in Birmingham the,King,'s speech Home Rule and unrest in Dublin possibly relating to the Howth gun-running incident the worsening condition
880,government and the resignation of the cabinet thoughts on Parliamentary figures including Ramsey MacDonald and a meeting with the,King,and Queen of Denmark thoughts on the condition of the Liberal Party meetings of the Independent Labour Party
881,the National Trust and Ancient Monuments Board some reflections on politics including mentions of MPs and the coronation of,King,George VI reference to German politics a trip to Stockholm and Gothenberg and family news Letters to Mary
882,and family news Letters to Mary from Charles Concerning politics including the Labour Budget death of Arthur Ponsonby meeting,King,George VI at Cambridge and family news Letters to Mary from Charles Concerning death of Ghandi royal visit
883,Howard Charles Philips Trevelyan John Pollock 'Jack and Anthony Henley reference to talks with Gertrude Bell the accession of,King,Edward VII and reference to the Stanley family Diary has lock Personal diary of Mary Trevelyan volume 6
884,speeches given on the cause Mary declares herself an anti-suffragist July 11 1910 Reference made to the death of,King,Edward VII on May 7 1910 and the succession of George V. Diary has lock Personal diary of
885,correspondents Concerning a royal visit to Brighouse Yorkshire Charles Philips Trevelyan 's Parliamentary activities including the Home Work Committee,King,Edward 's Hospital Fund Bill Arthur Balfour Scotch Land Valuation Commitee a stay in Hampshire with Edmund Lamb
886,45 children Draft President 's Address Board of Education Diary of parliamentary events from 1911 Includes attendance at the,King,'s Speech 6th February a debate on Home Rule 15th February and debates on proposals for the Parliamentary
887,1871 and Hugh Bell subsequently married Florence Olliffe the daughter of Sir Joseph Olliffe Gertrude Bell was educated at,Queen,'s College London and at Lady Margaret Hall Oxford where she obtained a first class in modern history
888,Signposts A Study of Youth Employment and the Relevance of the Broadcasting Services with Particular Reference to Northern Ireland,Queen,'s University Belfast on behalf of the IBA Fellowship Scheme. 1980 Department of Educational Studies Queen 's University
889,to Northern Ireland Queen 's University Belfast on behalf of the IBA Fellowship Scheme. 1980 Department of Educational Studies,Queen,'s University Belfast Village Action Kit related to the television programme 'Village Action produced by Westward Television Ltd
890,Classes Aid Council Professional Association of Teachers Professional Classes Aid Council Inc Project Fullemploy Pugh Punch Pursell Purslow Quantrill,Queen,'s Manor School Radio Society of Greaet Britain Raymond Redhouse Centre Reiss RELATE Renwick Retirement Retirement Education Centre
891,Photograph Album the Bell family 1870-1896 Family photograph album belonging to the Bell family approximately 1870s-1900 One photograph of,Queen,Victoria at the back Family Photograph Album the Bell family 1870-1900 Family photograph album belonging to the Bell
892,approximately 1889-1901 The album contains family photographs letters invitations and drawings Some of the photographs relate to Potsdam Berlin,Queen,Victoria 's Diamond Jubilee Queen Victoria 's Funeral the Boer War- Captain Maurice Bell and the Redcar volunteers
893,family photographs letters invitations and drawings Some of the photographs relate to Potsdam Berlin Queen Victoria 's Diamond Jubilee,Queen,Victoria 's Funeral the Boer War- Captain Maurice Bell and the Redcar volunteers Family Photograph Album the Bell
894,1923-1925 Family photograph album belonging to Rear Admiral Herbert William Richmond and his wife This album contains Family photographs,Queen,'s College Cambridge Ball 1927 Sir Hugh Bell construction of the Tyne Bridge Mount Grace Pageant 1927 Cruise
895,in 1907 Scrapbook the Bell family Winter Gardens 1908 1922 Invitation to the Coronation of King George V and,Queen,Mary issued to His Majesty 's Lieutenant of the North Riding of Yorkshire and Lady Bell Invitation to
896,Computer Science Correspondence concerning University appointments Imperial College London Professor of Foundations of Software Engineering Correspondence concerning University appointments,Queen,Mary and Westfield College Reader in Computer Science Correspondence concerning University appointments Imperial College London Professor of Computer
897,in Newcastle becoming a freelance writer after her return to London She received an OBE in 1996 and the,Queen,’ s Gold Medal for Poetry in 2006 for Poems 1960-2000 Bloodaxe 2000 Fleur Adcock published three pamphlets
898,in Newcastle becoming a freelance writer after her return to London She received an OBE in 1996 and the,Queen,’ s Gold Medal for Poetry in 2006 for Poems 1960-2000 Bloodaxe 2000 Fleur Adcock published three pamphlets
899,in Newcastle becoming a freelance writer after her return to London She received an OBE in 1996 and the,Queen,’ s Gold Medal for Poetry in 2006 for Poems 1960-2000 Bloodaxe 2000 Fleur Adcock published three pamphlets
900,in Newcastle becoming a freelance writer after her return to London She received an OBE in 1996 and the,Queen,’ s Gold Medal for Poetry in 2006 for Poems 1960-2000 Bloodaxe 2000 Fleur Adcock published three pamphlets
901,in Newcastle becoming a freelance writer after her return to London She received an OBE in 1996 and the,Queen,’ s Gold Medal for Poetry in 2006 for Poems 1960-2000 Bloodaxe 2000 Fleur Adcock published three pamphlets
902,in Newcastle becoming a freelance writer after her return to London She received an OBE in 1996 and the,Queen,’ s Gold Medal for Poetry in 2006 for Poems 1960-2000 Bloodaxe 2000 Fleur Adcock published three pamphlets
903,Anthem Selected Poems 2009 Clever Backbone 2009 and Travel Light Travel Dark 2013 He is the winner of the,Queen,'s Gold Medal for Poetry for 2012 presented to him by The Queen on 12 March 2013 He
904,He is the winner of the Queen 's Gold Medal for Poetry for 2012 presented to him by The,Queen,on 12 March 2013 He won the Casa de las Américas Prize in 1982 a Paul Hamlyn Award
905,a letter from John Agard explaining changes Printout Consists invite to Neil Astley to celebrate the awarding of The,Queen,'s Gold Medal for Poetry to John Agard Invitation Consists of correspondence regarding the publication including corrections Editorial
906,English writer to win this prestigious international award He is a freelance writer and translator a Fellow of the,Queen,’ s College Oxford and was co-editor of Modern Poetry in Translation from 2004 to 2013 Consists of
907,Miriam Gamble was born in Brussels in 1980 and grew up in Belfast She studied at Oxford and at,Queen,’ s University Belfast where she completed a PhD in contemporary British and Irish poetry She won an
908,English writer to win this prestigious international award He is a freelance writer and translator a Fellow of the,Queen,’ s College Oxford and was co-editor of Modern Poetry in Translation from 2004 to 2013 Selected Poems
909,English writer to win this prestigious international award He is a freelance writer and translator a Fellow of the,Queen,’ s College Oxford and was co-editor of Modern Poetry in Translation from 2004 to 2013 Selected Poems
910,in 1962 He was educated at St Patrick 's High School Downpatrick and studied English and Scholastic Philosophy at,Queen,'s University Belfast After working for a film workshop in Belfast he lived in New York for three
911,Bloodaxe Books 1987 The Autonomous Region poems and photographs from Tibet with Sean Mayne Smith Bloodaxe Books 1993 The,Queen,of Sheba Bloodaxe Books 1994 Jizzen Picador 1999 The Tree House Picador 2004 and The Overhaul Picador 2012
912,the site of the new theatre at Delphi in Greece in 1995 His translation of Victor Hugo 's The,Prince,'s Play was performed at the National Theatre in 1996 His films using verse narrative include v. broadcast
913,Yorkshire Railway Bill council seats in Hexham the prohibition of Gilbert and Sullivan 's Mikado during the visit of,Prince,Fushimi Sadanaru requests to speak and land taxation Includes letters from Gerald France Walter Runciman Henry Percy Alexander
914,summons in relation to a pamphlet entitled what are we fighting for with a copy of the pamphlet and,Prince,Paul Riedelski-Piost 's conscription with a statement in French Correspondents include Lillian H Ferris Lucy Fitch V Franks
915,letters from Hugh Lowthian Hugo Bell in South Africa and news from Cambo Also includes a picture postcard the,Prince,of Wales on horseback and a letter from Kitty Letters to the Trevelyan children from various correspondents Passing
916,Halifax and explains the election which Charles is part of Letter from Mary to George Lowthian Postcard featuring the,Prince,of Wales sons on horseback Sent from Sidcot School Discusses travel plans to London school lessons and games
917,greetings cards news of lessons sports report cards exams his health an account of an emergency landing of the,Prince,of Wales plane on the school grounds a visit from a french student a letter from Seatoller and
918,the transfer of Barn Flat to Geoffrey as a wedding present family news their purchase of a house on,Prince,Harry Lane St Albans and an account of a visit to Paris Also includes letters from Gillian Trevelyan
919,last effort as he is aged and inflicted with illness Letter to Mr. Hills from Pybus Letter regarding Mr,Prince,'s article in the Daily Telegraph about smoking being the cause of cancer Pybus is concerned that coal
920,concerned that coal smoke is not acknowledged and that his work is based on air pollution Letter to Mr,Prince,from Pybus Letter in receipt of Pybus press cuttings concerning `` Clean air '' also enclosed is a
921,of George Otto Trevelyan and a photograph of a childhood letter by Thomas Babington Macaulay Includes content attributed to,Prince,Albert Edward Prince of Wales John Bright William Gladstone Derby Northington W E Forster Chamberlain Sir Charles Dilke
922,Trevelyan and a photograph of a childhood letter by Thomas Babington Macaulay Includes content attributed to Prince Albert Edward,Prince,of Wales John Bright William Gladstone Derby Northington W E Forster Chamberlain Sir Charles Dilke Leonard Courtney A
923,Ferguson Alex Ferguson Includes correspondence a jacket cover proof and a press release relating to _Uncle Freddie and the,Prince,of Wales_ Uncle Freddie and the Prince of Wales Includes correspondence and press releases The Pineapple King of
924,cover proof and a press release relating to _Uncle Freddie and the Prince of Wales_ Uncle Freddie and the,Prince,of Wales Includes correspondence and press releases The Pineapple King of Jarrow and other stories Kitty Fitzgerald is
925,Barkas family Mr Charlton writes to ask Crawhall his whereabouts and to propose a future visit Written from 22,Prince,of Wales Terrace Kensington Palace Postcard from Mr Charlton to Joseph Crawhall II The Barnes family write to
926,1795 Modern Elegance A Portrait Print by James Gillray printed for publisher Henry G. Bohn and subsequently hand-coloured Depicts,Prince,George of Wales later Prince Regent and George IV after a meal Originally published 2 July 1792 A
927,Print by James Gillray printed for publisher Henry G. Bohn and subsequently hand-coloured Depicts Prince George of Wales later,Prince,Regent and George IV after a meal Originally published 2 July 1792 A Voluptuary under the horrors of
928,Gillray printed for publisher Henry G. Bohn and subsequently hand-coloured Caricatures the marriage of the Princess Royal Charlotte to,Prince,Frederick of Württemberg Originally published 15 April 1797 Le Baiser a la Wirtembourg Uncoloured print by James Gillray
929,Gillray printed for publisher Henry G. Bohn Depicts some distinguished personages of the English court receiving the newly wed,Prince,of Württemberg and royal princess Originally published 18 May 1797 The Bridal Night Date first made available to
930,Kiddar 's Luck by Phil Woods Revised prompt book script for the 1987 version of Cabaret directed by Harold,Prince,Revised prompt book script for Cabaret Press cuttings about Northumbria Live Academy productions of 'Top Girls 'Home by
931,Chaplin at a BBC Senior Management Conference Photograph of BBC Senior Management Conference Photograph of Sid Chaplin meeting Charles,Prince,of Wales at a event relating to 'Shakespeare The Animated Tales as produced by BBC Wales Photograph of
932,a event relating to 'Shakespeare The Animated Tales as produced by BBC Wales Photograph of Sid Chaplin meeting Charles,Prince,of Wales Formed in 1963 after an amalgamation of institutions dating back to 1834 Newcastle University is based
933,to L. C. Hall concerning the publication of her poetry Secretary 's hand signed by the Duke Letter from,Prince,Edward Duke of Kent and Strathearn to Rev John Owen excusing himself from attending service the next day
